ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
1000783,This mod is downloaded from Steam and cannot be deleted - go in your Steam client and unsubscribe it from there.,此模組下載自Steam，無法刪除。請登入Steam客戶端，透過Steam取消訂閱。,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00181),,,,,233875,,
1000007,Are you sure?,您確定嗎？,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00183),,,,,223532,,
1000008,Do you want to delete all <ModLabel> files?,您是否要刪除全部<ModLabel>檔案？,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00183),,,,,223532,,
1000010,Please confirm the deletion of item '<u(name)>'!,請確認刪除物品“<u(name)>”！,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00537),,,,,221758,,
1000753,Failed creating content package file (<err>),建立內容軟體包檔案失敗 (<err>),,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00631),Mod upload error,,,,232789,,
1000593,Error,錯誤,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00656),,,,,222240,,
1000013,Mod <ModLabel> was not uploaded! Error: <err>,模組<ModLabel>未上傳！錯誤：<err>,Mod <ModLabel> was not uploaded to Steam. Error: <err>,模組<ModLabel>未被上傳至Steam錯誤：<err>,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00658),,,,,232789,,
1000014,Mod <ModLabel> was successfully uploaded!,模組<ModLabel>已成功上傳！,Mod <ModLabel> was successfully uploaded to Steam!,模組<ModLabel>已成功上傳至Steam！,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00680),,,,,232789,,
1000011,There is an active mod upload,已有模組上傳內容,There is an active Steam upload,已有Steam上傳內容,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00700),,,,,232789,,
1000592,Error,錯誤,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00700),,,,,222240,,
1000784,You need to write something into 'Last Changes' before uploading a mod.,上傳模組之前，您需要在“最新更改”中寫入一些內容。,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00705),,,,,233875,,
1000012,Mod <ModLabel> will be uploaded to Steam,模組<ModLabel>將會被上傳至Steam,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00715),,,,,221758,,
1000771,Mod <ModLabel> will be uploaded to Paradox,<ModLabel>模組將上傳至Paradox,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00741),,,,,233513,,
1000009,Confirmation,確認,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00751),,,,,221758,,
1000785,Mod <ModLabel> will be unpublished from Paradox.,將從Paradox取消釋出<ModLabel>模組,,,OK,,,,,Trunk\CommonLua/Classes/GedModEditor.lua(00751),,,,,233875,,
1000019,Preview image,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00174),,,,,221724,,13
1000754,Last changes,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00175),,,,,232789,,12
1000834,Ignore files,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00176),,,,,238196,,12
12353,Dependencies,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00177),,,,,243013,,12
1000021,Steam ID,,Steam Id,Steam ID,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00179),,,,,223532,,1
1000772,Paradox Desktop UUID,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00180),,,,,233513,,20
1000773,Paradox All UUID,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00181),,,,,233875,,16
12356,Revision,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00185),,,,,243013,,8
1000024,Required game version,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00186),,,,,240619,,21
12144,Saved with game version,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00187),,,,,240619,,23
1000774,Screenshot,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00199),,,,,233513,,10
12357,"<u(title)> (loaded)
id <u(id)>, version <VersionText>",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00233),,,,,243013,,53
12358,"<color 128 128 128><u(title)>
id <u(id)>, version <VersionText></color>",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00235),,,,,243013,,71
1000869,Failed to load mod items from <ModLabel>. Error: <u(err)>,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00309),,,,,243721,,57
12359,"<u(title)> (id <u(id)>, version <VersionText>)",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00576),,,,,243013,,46
1000029,Savegame Mod <ModLabel> is present but not loaded,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00605),,,,,221724,,49
1000030,Savegame Mod <ModLabel> is loaded with a different version <version>,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00607),,,,,221724,,68
1000031,Savegame Mod <ModLabel>,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00609),,,,,221724,,23
1000032,Savegame references Mod <ModLabel> which is not present,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00613),,,,,221724,,55
12453,Loading mod metadata...,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(00993),,,,,243121,,23
1000033,Outdated definition for <ModLabel> loaded from <path>. (Unsupported game version),,Mod <ModLabel> ignored because it is created with an old and unsupported game version,Ignored Mod <ModLabel> because it was created with an old and unsupported game version,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01093),,,,,227504,,53
1000034,Mod <ModLabel> ignored because a newer version is already loaded,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01101),,,,,221724,,64
1000035,Mod <ModLabel> will replace an older version of the same mod,,Mod <ModLabel> replaces an older version of the same mod,Mod <ModLabel> will replace an older version of the same mod,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01103),,,,,223532,,
1000870,Failed to load mod metadata from <u(path)>. Error: <u(err)>,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01129),,,,,243721,,59
12454,Mod <depending_mod> creates circular dependency cylce with <other_mods>.,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01210),,,,,243121,,72
12455,Cannot load <depending_mod> because dependency mod <dependency> is not active.,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01213),,,,,243121,,78
12456,Cannot load <depending_mod> because dependency mod <dependency> is not compatible.,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01217),,,,,243121,,82
12457,Cannot load <depending_mod> because dependency mod <title> is not found.,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01226),,,,,243121,,72
12458,Loading mod items...,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01285),,,,,243121,,20
1000036,Error loading <u(file)>: <u(err)>,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01394),,,,,221724,,33
1000720,Outdated mod <ModLabel> cannot be loaded. (Unsupported game version),,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01414),,,,,227504,,68
1000721,Outdated Mods,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01454),,,,,227504,,13
1000722,Certain mods are disabled because they are not supported by the current version of the game.,某些模組已被停用，因為它們不支援目前版本。,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01455),,,,,227504,,
1000038,Comment,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01506),,,,,221724,,7
1000724,<u(name)>,<u(name)>,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01510),,,,,228384,,
1000733,<color 128 128 128><u(EditorName)></color> <Description> <color 0 0 255><u(comment)></color>,<color 128 128 128><u(EditorName)></color> <Description> <color 0 0 255><u(comment)></color>,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01511),,,,,233270,,
1000863,Please enter a valid identifier,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01615),,,,,243703,,31
1000865,"Option <name> = <DefaultValue> <color 0 128 0><opt(u(comment),' ','')>",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01626),,,,,243703,,70
1000866,"Option <name> = <u(v)> <color 0 128 0><opt(u(comment),' ','')>",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01660),,,,,243703,,62
12360,Mod,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01735),,,,,243013,,3
12354,Major Version,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01739),,,,,243013,,13
12355,Minor Version,,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01740),,,,,243013,,13
12459,"The following mods will not be loaded because of missing or incompatible dependencies:

<skipped>",,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(01882),,,,,243121,,97
1000040,Please enter a valid name,請輸入有效名稱,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00013),,,,,221758,,
1000041,A code item with that name already exists,該名稱的代碼項已存在,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00017),,,,,223532,,
1000042,File name,檔名,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00023),,,,,221758,,
1000043,Preview,預覽,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00024),,,,,227503,,
1000044,Error creating <file_name>,建立<file_name>錯誤,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00054),,,,,221758,,
1000594,Error,錯誤,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00054),,,,,222240,,
1000045,Information,資訊,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00113),,,,,221758,,
1000046,Your code has been loaded and is currently active in the game.,您的代碼已成功載入，已在遊戲中生效。,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00113),,,,,221758,,
1000729,Copy from group,從組複製,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00264),,,,,228384,,
1000047,Copy from,複製自,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00267),,,,,221758,,
1000730,<u(id)>,<u(id)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00345),,,,,228384,,
1000050,Invalid entity filename,檔名無效,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00467),,,,,221758,,
1000051,Failed to create path <u(entity_root)>,無法建立路徑<u(entity_root)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00473),,,,,221758,,
1000052,Importing entity <u(entity_name)>,正在匯入實體<u(entity_name)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00475),,,,,221758,,
1000053,Failed to copy entity <u(entity_name)> to <u(dest_path)>,無法將實體<u(entity_name)>複製至<u(dest_path)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00480),,,,,221758,,
1000054,Failed to open entity file <u(dest_path)>,無法開啟實體檔案<u(dest_path)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00489),,,,,221758,,
1000056,Failed to copy <u(src)> to <dest>,無法將<u(src)>複製至<dest>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00510),,,,,221758,,
1000057,Importing <asset_type> <u(asset)>,正在匯入<asset_type> <u(asset)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00512),,,,,221758,,
1000058,Missing file <u(src)> referenced in entity,實體引用檔案缺失<u(src)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00518),,,,,221758,,
1000059,mesh,mesh,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00523),,,,,221758,,
1000060,animation,animation,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00524),,,,,221758,,
1000061,material,material,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00525),,,,,221758,,
1000062,texture,texture,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00526),,,,,221758,,
1000055,Failed to create path <u(dest_path)>,無法建立路徑<u(dest_path)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00532),,,,,221758,,
1000063,Failed to generate backup for <u(asset)>,無法生成備份<u(asset)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00540),,,,,223532,,
1000064,Mod: <ModLabel> Entity: Failed to load <u(entity)>,模組：<ModLabel> 實體：無法載入<u(entity)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00576),,,,,223532,,
12064,Failed creating entity file: <u(err)>.,未能建立條目檔案：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00793),,,,,240487,,
12067,Failed copying UI icon: <u(err)>.,未能複製介面圖示：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00826),,,,,240487,,
12061,Failed importing decal,未能匯入貼花,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00877),,,,,240487,,
12068,Failed creating material file: <u(err)>.,未能建立素材檔案：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00877),,,,,240487,,
12069,Decal imported successfully!,貼花匯入成功！,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00887),,,,,240487,,
1000065,Failed to open entity file <u(filename)>,無法開啟實體檔案<u(filename)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00895),,,,,221758,,
1000020,ID,ID,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00926),,,,,223532,,
1000098,Default value,預設值,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00930),,,,,221758,,
1000101,Modified value,修改值,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(00933),,,,,221758,,
1000103,Filename,檔名,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01073),,,,,221758,,
1000731,<u(language)>,<u(language)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01077),,,,,228384,,
1000068,Image,圖片,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01272),,,,,226204,,
1000876,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01284),,,,,245386,,
12062,"The import failed because the image width and height are wrong. Image must be a square and pixel width and height must be power of two (e.g. 1024, 2048, 4096, etc.).",匯入失敗，原因為影像寬度和高度錯誤。影像必須為正方形，畫素寬度和高度必須為2的乘方。（例如1024、2048、4096等。）,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01291),,,,,240487,,
1000877,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01291),,,,,245386,,
1000878,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01307),,,,,245386,,
12063,Failed creating <u(dir)> directory: <u(err)>.,未能建立<u(dir)>目錄：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01315),,,,,240487,,
1000879,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01315),,,,,245386,,
12065,Failed creating compressed image: <u(err)>.,未能建立壓縮影像：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01325),,,,,240487,,
1000880,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01325),,,,,245386,,
12066,Failed creating fallback image: <u(err)>.,未能建立縮圖像：<u(err)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01335),,,,,240487,,
1000881,Failed importing texture,未能匯入材質,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01335),,,,,245386,,
1000882,Texture imported successfully!,材質匯入成功！,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01343),,,,,245386,,
1000776,"<EditorColor><id>   <color 30 30 240><type><color 128 128 128><opt(u(save_in), ' - ', '')>","<EditorColor><id>   <color 30 30 240><type><color 128 128 128><opt(u(save_in), ' - ', '')>","<EditorColor><id><color 128 128 128><opt(u(save_in), ' - ', '')>","<EditorColor><id><color 128 128 128><opt(u(save_in), ' - ', '')>",OK,,,,,Trunk\CommonLua/Classes/Sounds.lua(00099),,,,,233875,,
1000777,<GedColor> <file> <color 40 160 40><frequency> <SampleInformation>,<GedColor> <file> <color 40 160 40><frequency> <SampleInformation>,<GedColor> <file> <color 40 160 40><frequency>,<GedColor> <file> <color 40 160 40><frequency>,OK,,,,,Trunk\CommonLua/Classes/Sounds.lua(00156),,,,,234708,,
1000775,<GetId>  <color 140 140 140><menu_group>,<GetId>  <color 140 140 140><menu_group>,,,OK,,,,,Trunk\CommonLua/Classes/Sounds.lua(00595),,,,,233513,,
1000208,Critical Error,嚴重錯誤,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00184),,,,,222166,,
1000209,Unspecified error occurred (code %s1). The game will now close.,發生未知錯誤（代碼%s1）。遊戲即將關閉。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00185),,,,,222166,,
1000210,You need a supported DX11-compatible video card with updated drivers to play this game.,您需要使用與DX-11相容的顯示卡，更新驅動程式之後才能開始遊戲。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00186),,,,,223532,,
1000211,Failed to initialize video mode.,初始化影像模式失敗。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00187),,,,,222166,,
1000114,Error,錯誤,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00191),,,,,221758,,
1000115,You need DirectX 11/12 and a DirectX 11/12-compatible graphics card to run this game.,您需要安裝Directx 11/12，並使用與DirectX 11/12相容的顯示卡來執行此遊戲。,You need DirectX 11 and a DirectX 11-compatible graphics card to run this game.,您需要安裝Directx 11，並使用與DirectX 11相容的顯示卡來執行此遊戲。,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00193),,,,,245386,,
1000116,You need an OpenGL 4.1-capable graphics card to run this game.,您需要使用OpenGL 4.1-capable顯示卡才能開始遊戲。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00195),,,,,227595,,
1000117,You need an OpenGL 4.5-capable graphics card to run this game.,您需要使用OpenGL 4.5-capable顯示卡才能開始遊戲。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00197),,,,,221758,,
1000118,Failed to initialize graphics subsystem.,影像子系統初始化失敗。,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00199),,,,,221758,,
1000598,Error,錯誤,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00018),,,,,222240,,
1000597,"An error has occurred: ""<err>/<context>""",發生錯誤：“<err>/<context>”,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00021),,,,,222240,,
1000835,Some downloadable content requires a game update in order to work.,部分可下載內容需要遊戲更新才能生效。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00022),,,,,238196,,
1000836,Failed to save your settings,儲存設定失敗,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00026),,,,,238196,,
1000837,"There is not enough storage space. To save your settings, delete old save data.",儲存空間不足。若想儲存設定，請刪除不用的存檔資料。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00028),,,,,238196,,
1000838,Failed to load your settings.,無法載入設定。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00032),,,,,238196,,
1000839,Failed to load game settings. The saved data is corrupted. This saved data will be deleted and new saved data will be created.,無法載入遊戲設定。存檔資料已損壞。即將刪除此存檔資料，建立新存檔資料。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00033),,,,,238196,,
1000840,Unidentified error while saving <savename>!<newline>Error code: <error_code>,儲存<savename>時發生未識別錯誤！<newline>錯誤代碼：<error_code>,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00037),,,,,238196,,
1000841,"There is not enough storage space. To save your progress, delete old save data.",儲存空間不足。若想儲存遊戲進度，請刪除不用的存檔資料。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00038),,,,,238196,,
1000842,"The save data limit for this game was reached. To save your progress, delete old save data.",本遊戲的存檔數量已達上限。若想儲存遊戲進度，請刪除不用的存檔資料。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00039),,,,,238196,,
1000843,Could not load <name>.,無法載入<name>。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00043),,,,,238196,,
11725,Could not load <name>.<newline>The savegame is corrupted.,無法載入<name>。<newline>存檔已損壞。,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00044),,,,,238196,,
11726,Unable to delete <name>,無法刪除<name>,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00050),,,,,238196,,
1000212,<arg1>:<arg2>:<arg3>,<arg1>：<arg2>：<arg3>,,,OK,,,,,Trunk\CommonLua/Core/lib.lua(02794),Hours:Minutes:Seconds,,,,222166,,
1000213,<arg1>:<arg2>,<arg1>：<arg2>,,,OK,,,,,Trunk\CommonLua/Core/lib.lua(02796),Minutes:Seconds,,,,222166,,
1000685,",",",",,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00530),thousands separator,,,,223729,,
1000686,Brazilian Portuguese,巴西葡萄牙語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00777),,,,,223729,,
1000687,Bulgarian,保加利亞語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00778),,,,,223729,,
1000688,Czech,捷克語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00779),,,,,223729,,
1000689,Danish,丹麥語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00780),,,,,223729,,
1000690,Dutch,荷蘭語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00781),,,,,223729,,
1000691,English,英語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00782),,,,,223729,,
1000692,Finnish,芬蘭語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00783),,,,,223729,,
1000693,French,法語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00784),,,,,223729,,
1000694,German,德語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00785),,,,,223729,,
1000695,Hungarian,匈牙利語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00786),,,,,223729,,
1000696,Italian,義大利語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00787),,,,,223729,,
1000697,Japanese,日語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00788),,,,,223729,,
1000698,Korean,韓語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00789),,,,,223729,,
1000699,Norwegian,挪威語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00790),,,,,223729,,
1000700,Polish,波蘭語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00791),,,,,223729,,
1000701,Portuguese,葡萄牙語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00792),,,,,223729,,
1000702,Romanian,羅馬尼亞語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00793),,,,,223729,,
1000703,Russian,俄語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00794),,,,,223729,,
1000704,Chinese (Simplified),中文（簡體）,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00795),,,,,223729,,
1000705,Spanish,西班牙語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00796),,,,,223729,,
1000706,Swedish,瑞典語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00797),,,,,223729,,
1000707,Chinese (Traditional),中文（繁體）,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00798),,,,,223729,,
1000708,Thai,泰語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00799),,,,,223729,,
1000709,Turkish,土耳其語,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00800),,,,,223729,,
1000710,Auto,自動,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00843),,,,,223729,,
3548,Borderless,無邊界,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00057),Options dialog fullscreen mode,,,,221758,,
3549,Exclusive,獨有,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00058),Options dialog fullscreen mode,,,,221758,,
3547,Windowed,視窗化,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00062),Options dialog fullscreen mode,,,,221758,,
